id,author_id,created_at,retweet_count,like_count,location,author_follower_count,text,Topic,sentiment
1.46E+18,1.00E+18,Mon Nov 15 20:42:59 +0000 2021,0,1,"Edmonton, Alberta",48,@Theshells1111 @RobK54125908 @costanza237 @jkenney Well I hope your kids don't end up having and long term side effects from covid which is happening at a much higher rate than any adverse side effects from the vaccine.  Also a very high rate of recovery from the side effects from the vaccine because you are aware.,V,negative
1.46E+18,381174013,Mon Nov 15 20:42:53 +0000 2021,3,0,"Calgary, Alberta",8409,"City says Alberta registries, Calgary public library locations and the Kerby Centre are all offering to do free printing of vaccine passport QR codes for those without printers or smartphones.",P,positive
1.46E+18,1.00E+18,Mon Nov 15 20:41:24 +0000 2021,0,0,"Edmonton, Alberta",48,"@Theshells1111 @RobK54125908 @costanza237 @jkenney Doesn't matter how many doses. That would be 20/200,000 the average doesn't change based off how many doses someone gets and if you research the adverse affects from actually getting covid, it is much higher than 10/100,000 so no it is no barbaric",V,positive
1.46E+18,2774492370,Mon Nov 15 20:40:09 +0000 2021,0,0,"Brandon, MB",451,Covid-19 update for PMH :   - Duck Mountain: 14 act. cases  - Porcupine Mountain: 11 act. cases  - Riding Mountain: 1 act. cases  - Agassiz Mountain: 11 act. cases  - Swan River: 4 act. cases  - Asessippi: 10 act. cases  - Little Saskatchewan: 14 act. cases  - Turtle Mountain:,C,neutral
1.46E+18,2774492370,Mon Nov 15 20:40:08 +0000 2021,0,0,"Brandon, MB",451,"Covid-19 update for #bdnmb :   - 43 active cases 1785 🆕  - 1809 total cases -- ⬆ 1809  - 1742 recoverd -- ⬆ 1742  18+ 💉 - 86.1% +86.1 18+ 💉💉 - 83.5% +83.5 (as of November 14)  Last Updated: November 15, 2021",C,neutral
1.46E+18,29723005,Mon Nov 15 20:36:29 +0000 2021,0,1,Lacombe,212,"@AndrewSaysTV I remember it clearly...""I don't even know what a vaccine passport is"" lol",V,positive
1.46E+18,39795556,Mon Nov 15 20:36:03 +0000 2021,0,1,"Red Deer, Alberta, Canada",12102,Letter: #RedDeer Public and Catholic should move forward with vaccine mandates for staff,V,positive
1.46E+18,381174013,Mon Nov 15 20:32:53 +0000 2021,0,0,"Calgary, Alberta",8409,The proposed amendments to the City's vaccine passport bylaw can be viewed here:,U,neutral
1.46E+18,15769858,Mon Nov 15 20:31:26 +0000 2021,0,2,"Edmonton, Alberta, Canada",182496,COVID-19 live updates: Unvaccinated federal employees not granted exemptions; QR codes required as proof of vaccine in Alberta; NHL postpones three Sens games  #yeg #Covidab,V,positive
1.46E+18,613802332,Mon Nov 15 20:30:46 +0000 2021,0,0,"Calgary, Alberta",2678,Why are you getting a booster? I thought vaccine worked? My unvaccinated life doesn’t need endless boosters. So will you need a 4th if I still remain unvaccinated or will it only work if I’m vaxxed? I had no idea our immune systems were linked.,V,negative
1.46E+18,25287690,Mon Nov 15 20:30:10 +0000 2021,1,1,"Maritime Provinces, Canada",165816,New Brunswick is reporting 40 new cases of COVID-19 Monday.,C,neutral
1.46E+18,2774492370,Mon Nov 15 20:30:09 +0000 2021,0,0,"Brandon, MB",451,"Covid-19 update for #bdnmb :   - 0 active cases -1785 🆕  - 0 total cases -- ⬇ 1809  - 0 recoverd -- ⬇ 1742  18+ 💉 - % +-86.1 18+ 💉💉 - % +-83.5 (as of December 31)  Last Updated: December 31, 1969",C,neutral
1.46E+18,381174013,Mon Nov 15 20:25:19 +0000 2021,2,1,"Calgary, Alberta",8409,"As for the City's vaccination policy, it says 92 per cent of its employees are fully or partially vaccinated. Only 37 employees have been sent home without pay for failing to get vaccinated/comply with the negative testing policy. No operational issues. #yyccc",V,positive
1.46E+18,104865102,Mon Nov 15 20:25:12 +0000 2021,0,1,"Calgary, Alberta",797,"@SantiniZoey @r_graus I am though I don’t go there much anymore, at least in the summer. It’s got far, far too busy in recent years, even with COVID.",T,neutral
1.46E+18,9.35E+17,Mon Nov 15 20:24:13 +0000 2021,0,0,"Calgary, Alberta",9,@TrippettaRaffe @JustinTrudeau @cafreeland @karinagould @jkenney Well let’s hope people get vaccinated it seems employers have put it in place… no vaccination no job…and wait who’s paying for the 3 B … our children grandchildren and great grandchildren with all the money this govt has handed out…,P,negative
1.46E+18,1.34E+18,Mon Nov 15 20:23:36 +0000 2021,0,14,"Edmonton, Alberta",76,@TheRealRhllor I understand. My niece just passed away last week and she was fully vaccinated. The girls had posted a picture of themselves with the caption “The Vaccination Queens”. They did get Covid but only one fatality. Praying for your wife.,V,negative
1.46E+18,1.25E+18,Mon Nov 15 20:22:58 +0000 2021,0,0,"Calgary, Alberta",595,The nice part of being in the office in the COVID era is that I don't have to worry about if I have lunch bits stuck in my teeth.,A,neutral
1.46E+18,20554152,Mon Nov 15 20:22:03 +0000 2021,1,24,Regina,7685,Moe says cases down nearly 80%. Says vaccination rates have increased.   Meili now talking about 5-year-old Connor Finn who needed a bone marrow transplant. Had to go to U.S. to get surgery that “drained their life savings.” He says it was not covered in Sask.,A,neutral
1.46E+18,381174013,Mon Nov 15 20:21:24 +0000 2021,1,2,"Calgary, Alberta",8409,"City's mobile COVID19 vaccination effort has delivered nearly 2,000 doses. It will run until Dec 1st. #yyccc",V,positive
1.46E+18,1.05E+18,Mon Nov 15 20:20:56 +0000 2021,0,0,"Calgary, Alberta",29,@shawnpensfan @RebelNewsOnline But covid Trump's the climate! Just look at all those masks being tossed out and not one mention of the effects it has on the environment! It's just more hypocritical bullshit!,P,negative
1.46E+18,95317449,Mon Nov 15 20:20:48 +0000 2021,0,0,Okla,4696,"Monday headlines:  Hundreds gather at Capitol to protest mask, vaccine mandates   Bergstrom files bill on former inmate driver’s licenses   OHCA board to tackle managed care guardrail bills with new members   Redistricting special session begins",V,neutral
1.46E+18,343577667,Mon Nov 15 20:20:38 +0000 2021,0,0,"Vegreville, Alberta",1804,@RachelNotley Please show me an example of a jurisdiction that handled COVID in an “appropriate” manner. Who should we be modeling our system after? Please share your solutions!,P,neutral
1.46E+18,20554152,Mon Nov 15 20:18:46 +0000 2021,1,5,Regina,7685,Speaker asked Meili not essentially speak badly of another member.  Meili says Moe “chose to take summer off.”   Meili says not surprising there are sub variants of Delta linked to Western Canada.   Moe says 120 sub variants. Best defence is vaccination.,V,positive
1.46E+18,122092123,Mon Nov 15 20:17:47 +0000 2021,0,1,"Thompson, Manitoba, Canada",1493,Manitoba records nearly 400 new COVID-19 cases over three days,C,neutral
1.46E+18,20554152,Mon Nov 15 20:16:40 +0000 2021,1,1,Regina,7685,Meili asks about organ donation and tells story of family who weren’t able to donate their loved ones organs.   Moe says govt. had to slow down services to deal with Covid and is now undertaking the return to work through SHA.,U,neutral
1.46E+18,69064893,Mon Nov 15 20:16:23 +0000 2021,0,4,"Lethbridge, AB",1185,"A quick reminder about our COVID protocols: As of November 15, proof of vaccination with QR code will be required for all audience members age 12 and over. QR codes will be scanned at the door. Get yours here: ",V,neutral
1.46E+18,20554152,Mon Nov 15 20:15:16 +0000 2021,1,8,Regina,7685,"Meili names ex-NDP premiers and Brad Wall says Moe unlike his predecessors has made himself a “laughingstock, embarrassment” with COVID handling.   Moe: says as chair of Premiers’ group helped negotiate $20M transfers. Says cases are down considerably. Cites investment numbers.",P,neutral
1.46E+18,506216849,Mon Nov 15 20:13:48 +0000 2021,4,9,Calgary,18170,UCP Calgary-Fish Creek constituency association president Jack Redekop was front and centre at the press conference. Calgary-Fish Creek UCP MLA is @RichardGotfried who has been highly critical of Kenney's covid handling and resigned as Calgary caucus chair.,P,neutral
1.46E+18,1.36E+18,Mon Nov 15 20:13:38 +0000 2021,0,0,Saskatchewan,20,@Canucks Whoever has too cancel games because of  covid should automatically lose those games 2 points for the other team. No time too make up games especially this year with the Olympic break already!,U,neutral
1.46E+18,8.16E+17,Mon Nov 15 20:13:15 +0000 2021,1,2,"Fort McMurray, Alberta",1678,Afternoon #ableg its COVID data dump day.  Got about 2.5 + tech issues to go but here is how we left things on Friday. Active cases 5745 New Cases 371 Deaths 3171 Hospitalized 554 ICU 110,C,neutral
1.46E+18,8.07E+17,Mon Nov 15 20:11:29 +0000 2021,0,1,"Morinville, Alberta",11,@springcanadian1 @RachelNotley I got the vaccine lol you're assuming something out of nothing.  I just will not print a code.,V,neutral
1.46E+18,3023092915,Mon Nov 15 20:11:14 +0000 2021,1,1,"49 Smith St E, Yorkton SK",308,Over the Moon will be live on stage at the Anne Portnuff Theatre tonight at 7:30pm. Tickets available online at  or at the door.   Masks and proof of vaccination or negative test required. #yorkton #yorktonsk,U,neutral
1.46E+18,9.83E+17,Mon Nov 15 20:11:08 +0000 2021,0,24,Malta,261,@jeph_duarte @MegStEsprit @pfizer Siri show me what child abuse looks like,U,neutral
1.46E+18,381174013,Mon Nov 15 20:11:07 +0000 2021,1,1,"Calgary, Alberta",8409,The PM session of #yyccc is now underway. The group is starting with a COVID update... and it sounds like there will be amendments to the City's vaccine passport bylaw.,P,neutral
1.46E+18,9.89E+17,Mon Nov 15 20:10:24 +0000 2021,0,6,"Regina, Saskatchewan",778,"@IvoryHecker @SusanScranton Data is online and was analyzed in approving Pfizer for 5-11. You are leaving out an important detail, myocarditis is much more common from Covid, plus often serious. So much so a unvaxxed child is more likely to get Covid then myocarditis than a child from the vax, usually mild.",V,positive
1.46E+18,15737968,Mon Nov 15 20:10:05 +0000 2021,2,2,"Calgary, Alberta, Canada",11108,"What an accomplishment! 99% of eligible residents in Calgary’s upper NE have had at least one dose. #UCalgaryMed’s Dr. Annalee Coakley, MD, on the barriers that originally led to low vaccine uptake in the area:",V,positive
1.46E+18,117966729,Mon Nov 15 20:07:59 +0000 2021,0,0,Calgary. AB. Canada,364,"We would be hurt by COVID-19？ Or would we be damaged thru info concerned with coronavirus? We look like loosing our confidence, dignity. Don’t be afraid!",C,positive
1.46E+18,1692858355,Mon Nov 15 20:06:28 +0000 2021,0,2,"Edmonton, Alberta",732,"@JasonOnTheDrums @enigmamachine I wonder sometimes how life is going for some of those departed under less than clear circumstances. Like LaGrange’s former flack, who decamped to Austria to learn German. In the middle of covid. Nowhere near the end of govt’s term. Gosh, these guys really have a short half-life.",P,neutral
1.46E+18,807865098,Mon Nov 15 20:03:15 +0000 2021,9,27,Saskatoon,7512,"@AlexanderQuon @Jane2McMahon @CBCSask With only 1117 Covid tests per day &amp; test positivity of 9%, a lot of Covid spread is occurring in our communities. Don’t allow low new case counts to lull you into complacency",C,positive
1.46E+18,2385612620,Mon Nov 15 20:01:25 +0000 2021,0,1,"Edmonton, AB",517,"S.K. and M.B. This Week  ▶️ Manitoba is implementing a series of measures to combat the rising number of COVID-19 cases ▶️ Premier Scott Moe says he wants Saskatchewan to be a ""nation within a nation""    #skpoli #mbpoli #ywg #yxe #yqr ",P,neutral
1.46E+18,82440062,Mon Nov 15 20:00:57 +0000 2021,2,4,Calgary,852,"25 Artists 2 Halls Covid protocals in place to keep everyone safe!  Handmade Here Artist Collective Show + Sale Saturday + Sunday November 20 + 21, 10am - 5pm Triwood Community Centre  I hope we see you there.",U,neutral
1.46E+18,25287690,Mon Nov 15 20:00:43 +0000 2021,1,2,"Maritime Provinces, Canada",165816,Health officials in Prince Edward Island are reporting one new case of COVID-19 today.,C,neutral
1.46E+18,281756281,Mon Nov 15 20:00:31 +0000 2021,1,3,"Saskatchewan, Canada",45903,"Daily provincial COVID-19 statistics by date and geographic zones including active cases, recoveries and confirmed variants of concern can be found on the dashboard at",C,neutral
1.46E+18,2165870634,Mon Nov 15 20:00:23 +0000 2021,0,7,Saskatchewan,2322,"Dr. Nazeem Muhajarine (PhD), a professor in the Department of Community Health and Epidemiology, and his research team conducted a study with Saskatchewan adults to learn why they are hesitant or refusing the COVID-19 vaccine.    @usask_OVDR  @SPHERUsask",V,neutral
1.46E+18,86310563,Mon Nov 15 20:00:20 +0000 2021,0,0,"Calgary, Alberta",1091,This Calgary area hit 99% vaccination among those eligible,V,positive
1.46E+18,197325847,Mon Nov 15 19:58:22 +0000 2021,0,3,"Calgary, Alberta",70,"@Sparkles9592 @sharib1959 @RachelNotley Lol, gotcha , you never supported businesses even before Covid … you just need to chirp. 👍🏼",P,negative
1.46E+18,345097746,Mon Nov 15 19:56:41 +0000 2021,0,0,"Edmonton, Alberta",1202,Who is the “They”? Can you provide the source of who’s providing this information about COVID-19 being found in animals?,C,neutral
1.46E+18,339859907,Mon Nov 15 19:55:08 +0000 2021,0,0,"Edmonton, Alberta",298,Which #COVID19 #AntiVaxxer theory are we going on today? #Covid is a #hoax and all those dead are faking it? Or the more honest “I don’t give a fuck about anyone else but me” #CovidIsNotOver,V,positive
1.46E+18,41452242,Mon Nov 15 19:54:01 +0000 2021,0,1,"Martensville, Saskatchewan",643,The COVID pandemic and its effects on mental health #Fusion360 Blog #AutodeskPartner,C,neutral
1.46E+18,2385612620,Mon Nov 15 19:53:20 +0000 2021,0,1,"Edmonton, AB",517,B.C. This Week  ▶️ Heavy rainfalls are wreaking havoc in parts of the province ▶️ The provincial government has rejected an offer from Nova Scotia to help pay for the COVID-19 vaccination for mink    #yyj #yvr #bcpoli #bcleg,P,neutral
1.46E+18,2374772652,Mon Nov 15 19:50:49 +0000 2021,0,1,"Edmonton, Alberta",933,"@AllisonCross JFC. We were a couple years of 12K-ish a year... which isn't too bad actually. The wild aspect for us is we shifted our careers/lifestyles around during covid to keep him home, save costs etc. Woulda loved some $10/day during that time... ah well.",U,neutral
1.46E+18,228477243,Mon Nov 15 19:49:23 +0000 2021,0,11,Edmonton,2858,"48k fans at tomorrow’s soccer game. I know that it’s outside so people feel safer but, they are still checking vaccine passports for everyone going into Commonwealth. This means people saying “The Oilers aren’t selling out because of the passports” are largely wrong. 1/ #NHL",A,neutral
1.46E+18,4156806193,Mon Nov 15 19:49:22 +0000 2021,0,4,"Edmonton, Alberta, Canada",16730,@adore_ashlynn Everyone has covid!!! EVERYONE!!!!,U,neutral
1.46E+18,197919103,Mon Nov 15 19:46:46 +0000 2021,0,0,Calgary,24,"@PaulMitchell_AB @PaulMitchell_AB - one could also do the corollary - in two years, Tam is greatly associated with getting Covid. Perhaps we should vaccinate our brains and expunge her",U,neutral
1.46E+18,14803951,Mon Nov 15 19:43:11 +0000 2021,0,1,"Calgary, Alberta",200830,Quebec judge rules province's abandoned health-care vaccine mandate is legal,P,neutral
1.46E+18,26523823,Mon Nov 15 19:42:42 +0000 2021,0,0,"Calgary, AB - Canada",266,@calgaryherald If you get fired get a lawyer there's NO evidence any of this fascism is necessary  you don't need to be raped by a vaccine - or the gov't,V,negative
1.46E+18,2547360590,Mon Nov 15 19:42:04 +0000 2021,0,1,"Edmonton, Alberta, Canada",319,"Sigh...so now, Dave's going in on Thursday to pick up his final paycheck. Now he's gonna have to look for work again, only a month later. It wasn't a good company, and 2 employees are not vaccinated, and refuse to be, so why would his boss want a covid test?!  I'm worried. :(",A,negative
1.46E+18,38268166,Mon Nov 15 19:40:56 +0000 2021,0,3,"Calgary, Alberta",13666,"@Marisa_Ingemi “I mean, Darryl, they’ve got nine(!) healthy roster players. Ten in COVID protocol. That’s a lot…”",T,neutral
1.46E+18,85855850,Mon Nov 15 19:40:35 +0000 2021,1,9,"Calgary, Alberta",26838,"@HollyBlomberg @akheriaty @theoceanlawyers They are literally paid by the vaccine manufacturer  American Heart Association  FInancial support from Pharmaceutical and Biotech Companies, Device Manufacturers and Health Insurance.",A,neutral
1.46E+18,2547360590,Mon Nov 15 19:40:30 +0000 2021,0,1,"Edmonton, Alberta, Canada",319,"What happened was he missed 4 days last week, but NOT due to having covid, and he got a doctor's note this morning confirming it. But his boss doesn't believe him, and hung up on him! AND he said Dave didn't get a covid test. It's stupid. He doesn't need a covid test.",A,negative
1.46E+18,3182038748,Mon Nov 15 19:39:51 +0000 2021,1,21,"West Coast, Canada",130,"@DrTomFrieden With Thanksgiving &amp; Christmas coming, sadly it will get worse, much worse!  As long as people follow the right wing media, covid will spread, people will die!",P,negative
1.46E+18,1.35E+18,Mon Nov 15 19:39:05 +0000 2021,0,0,"Calgary, AB",24,@vrilfarmer @37Hudson @AHS_media Salk began testing his vaccine in 1954.  In April of 1955 it was accepted for general use.  No long term data there.,V,neutral
1.46E+18,1.41E+18,Mon Nov 15 19:38:31 +0000 2021,0,1,"Airdrie, Alberta",124,"If physicians are dismissed as ‘making it up,’ imagine what the average individual without medical knowledge and access must deal with after a COVID-19 vaccine injury.”  #StopTheShot",V,negative
1.46E+18,1.10E+18,Mon Nov 15 19:38:14 +0000 2021,0,0,"Edmonton, Alberta, Canada",188,"@CorkyBruce @WikiDocJames @PopAlberta Funny how you call anyone anti-vax who isn’t delusional on the status of this vaccine. Go keep up with your Dr Google. My 20+ years of lab, clinical and real life experience is yes 100x better than the crap these agencies are putting out.",V,positive
1.46E+18,85855850,Mon Nov 15 19:35:56 +0000 2021,0,1,"Calgary, Alberta",26838,@inezonahorse @akheriaty Rephrase that correctly  Its terrible than vaccinations cause myocarditis .  Not covid Covid IS a coronavirus - its called bird flu .  Bird flus zoontronic collection of flu viruses that come directly from the Factory farming of chickens   Don't want covid ?  Dont eat animals !,A,neutral
1.46E+18,39279161,Mon Nov 15 19:35:01 +0000 2021,0,5,"Stony Plain, Alberta",156,@SlintSimon @markones111_ @Pipofpifo @SilverDuke1984 I don't know anyone who died from covid but I do know people  who are injured from the shot and I know vaccinated who have died so I don't know maybe start paying attention outside of msm and comment sections,V,negative
1.46E+18,1.28E+18,Mon Nov 15 19:33:59 +0000 2021,0,0,"Saskatoon, Saskatchewan",905,"@TimmayMN @plumenom @NPR Sorry when I saw solid fecal matter...   Depending on water treatment, so much covid coming out in Diarrhea that they can trace it like Hansel &amp; Gretle crumbs to the source.   I think it's quite probable that it could be by passing into streams, Covid can live in water easily.",C,neutral
1.46E+18,170874461,Mon Nov 15 19:33:29 +0000 2021,0,0,"Edmonton, Alberta",71,If this was important for NHL they probably shouldn’t have let the Sens play 3 games with a Covid outbreak through the team,T,neutral
1.46E+18,264402342,Mon Nov 15 19:33:02 +0000 2021,0,1,"Edmonton, Alberta",206,"@darcytwarog Yeah, things have changed here and covid made it way worse. So much entitlement and just straight up rude people who make their own rules. So over the whole Berta thing, it's gross.",P,negative
1.46E+18,289793124,Mon Nov 15 19:31:43 +0000 2021,0,0,"Edmonton, Alberta",185,"@benheck if every covid cultist stays inside in VR from now on, isn't that a win for the rest of us?",U,neutral
1.46E+18,85855850,Mon Nov 15 19:31:04 +0000 2021,0,0,"Calgary, Alberta",26838,"@LynnSaternow @akheriaty @LeahAnnWilliams What a ridiculous stupid thing to post   #googlesearch ""why don't vegans get covid"" and despite every main stream media hating on them then all report why. ",A,negative
1.46E+18,25287690,Mon Nov 15 19:30:12 +0000 2021,1,1,"Maritime Provinces, Canada",165816,Newfoundland and Labrador is reporting two new cases of COVID-19 and one more death caused by the disease.,C,neutral
1.46E+18,1.41E+18,Mon Nov 15 19:30:11 +0000 2021,0,1,"Saskatchewan, Canada",71,"@eesquid I've been told my baby ""deserves"" vacx antibodies. Even though I had covid and have those antibodies?",V,neutral
1.46E+18,24896515,Mon Nov 15 19:29:23 +0000 2021,0,1,#Yeg,840,Is covid gone?  No... the answer is no.,C,neutral
1.46E+18,14803951,Mon Nov 15 19:29:10 +0000 2021,1,3,"Calgary, Alberta",200830,Why it can be hard to prove a vaccine caused a bad outcome,V,neutral
1.46E+18,259927927,Mon Nov 15 19:28:49 +0000 2021,0,22,"Edmonton, AB",66,"@KikkiPlanet Here’s what gets under my skin though…these kinds of questions aren’t relevant to the press conference at hand. It drives me crazy. At covid pressers where the media are asking oil and gas questions. Maybe it’s just me, but it really bugs me.",A,neutral
1.46E+18,74747641,Mon Nov 15 19:28:43 +0000 2021,0,1,Regina,445,@RealAmyD That is a show that my wife watches that I got into by association.  The get into covid at the start (like episodes 1 and 2) but it gets into the normal show pieces afterwards.,U,neutral
1.46E+18,1625620532,Mon Nov 15 19:27:02 +0000 2021,0,1,"Edmonton, Canada",3756,@dschopflocher There were a surprising number of people that have tried to forge their records. Just waiting for Health Canada to give the green light to use of the vaccine in those 5-11. That should make a difference,V,positive
1.46E+18,129758267,Mon Nov 15 19:26:32 +0000 2021,0,0,YYC,312,"@treegrounds @Kim47874099 @gccarra @InglewoodYYC “Pfizer is profiting so this is clearly this is a plandemic”  Semantics dude, we have universal healthcare. It’s safe and easy for anyone to get the vaccine in Canada.  Why don’t you just cut the bullshit and get to the “Georgia guide stone, mark of the beast, china virus” stuff",V,positive
1.46E+18,467661657,Mon Nov 15 19:26:30 +0000 2021,0,0,Edmonton,860,The Importance of Culture in Societal Responses to COVID-19   #culture #covid #individualism #collectivism,U,neutral
1.46E+18,8.61E+17,Mon Nov 15 19:25:43 +0000 2021,0,0,"Calgary, Alberta",184,"@fertilista @drdagly We are introducing the mRNA of a spike protein on the outer layer of the virus. This spike protein has changed very little from Alpha to Delta. It looks like novavax subunit vaccine will come late to the game, but holds a key in defeating Delta.",V,positive
1.46E+18,101193997,Mon Nov 15 19:25:24 +0000 2021,0,0,"Calgary, AB",3098,"Anti-vaxxer, noun  Definition of anti-vaxxer: a person who opposes the use of vaccines OR regulations mandating vaccination;",V,neutral
1.46E+18,374654206,Mon Nov 15 19:25:20 +0000 2021,0,0,"Calgary, Canada",516,"UCalgary study shows why drug used to treat critically ill COVID-19 patients may only benefit males The more things change, the more they stay the same. #WomensHealth At least there’s more awareness now.",C,neutral
1.46E+18,619701169,Mon Nov 15 19:24:57 +0000 2021,0,0,"Calgary, Alberta",265,"AMAZING SPECIALS ALL DAY!  .25 cents/ounce￼ ALL DRAFT! 🍻 $10 Baked Lasagna or Baked Spaghetti &amp; meatballs both served  with garlic toast￼   (eat in only) Must have valid QR code as of today, no paper vaccination records will be valid. #SupportLocal",U,neutral
1.46E+18,40824514,Mon Nov 15 19:18:22 +0000 2021,0,1,Calgary,817,It's been like two years and it requires a vaccine passport...do I dare brave the mall food court,V,neutral
1.46E+18,961134787,Mon Nov 15 19:16:42 +0000 2021,106,268,"Calgary, Alberta",62270,"Trudeau's doctator is soon going to be announcing that there ""booster"" isn't the right word to use. The shots are never-ending - as predicted. Look at NE Calgary for example: 99% vaccinated and literally NOTHING has changed. ",V,neutral
1.46E+18,6583212,Mon Nov 15 19:16:19 +0000 2021,0,0,"Calgary, Alberta",1204,@AdamSchefter Did COVID break into his house according to his agent,U,neutral
1.46E+18,17972458,Mon Nov 15 19:15:26 +0000 2021,0,0,"Edmonton, Alberta, Canada",1854,@GordTulk @PaolaQP1231 What's their vaccination rate?,V,neutral
1.46E+18,634175486,Mon Nov 15 19:15:16 +0000 2021,0,3,Flin Flon,138,"@SunGarrioch @spittinchiclets Get vaccinated people, only you can prevent the spread of Covid!",V,positive
1.46E+18,217539995,Mon Nov 15 19:12:30 +0000 2021,0,5,"Calgary, Alberta",11216,"@StephenRWade3 And yet, I can't think of any Premier across Canada who didn't lock down their province during Covid.",P,neutral
1.46E+18,3222442128,Mon Nov 15 19:12:13 +0000 2021,0,2,"Calgary, Alberta",886,What an utterly false choice. We need to stop treating Covid like it’s the goddamned Black Death. It isn’t.,C,neutral
1.46E+18,123977431,Mon Nov 15 19:11:31 +0000 2021,0,2,SF East Bay,2471,"#FightFlu or get a COVID-19 vaccine TODAY, 11/15 in the #HillsideElementary School cafeteria. Flu (3 and up) and COVID-19 vaccines (5 and up) will be available from 3 to 7 p.m.; no appointment necessary. More info here:  #GetVaccinated",V,positive
1.46E+18,18982486,Mon Nov 15 19:10:02 +0000 2021,0,0,Calgary,84049,A pediatric oncologist is raising the alarm about the increase of severity in childhood cancers she is seeing since the onset of the COVID-19 pandemic.,C,neutral
1.46E+18,7.64E+17,Mon Nov 15 19:08:07 +0000 2021,0,2,Edmonton,3138,The limits of mandatory vaccination policies are being clarified on an ongoing basis. A recent Ontario decision provides insight to how decision makers may approach the question of the legality and reasonableness of certain mandatory vaccination policies.,P,neutral
1.46E+18,721190828,Mon Nov 15 19:07:47 +0000 2021,13,41,Calgary,20712,Today UCP MLAs will have a chance to declare whether they stand behind @jkenney and his catastrophic handling of the COVID-19 pandemic.  We are going to ask the Legislature to censure the Premier. Watch this space. #ableg,P,negative
1.46E+18,1184882383,Mon Nov 15 19:07:26 +0000 2021,0,4,"Regina SK, Canada",1391,@TheCounterSgnl Well they clearly can’t blame the unvaccinated anymore for the vaxed getting Covid - who will they blame next?,V,negative
1.46E+18,1.04E+18,Mon Nov 15 19:07:09 +0000 2021,0,1,Devon,162,"I'm looking forward to January '22, when the UK imposes a new lockdown.  #Covid_19 #ToryCovidDisaster",P,neutral
1.46E+18,2547360590,Mon Nov 15 19:06:08 +0000 2021,0,0,"Edmonton, Alberta, Canada",319,"My spouse is now ''in between jobs'' after a phone dispute with his boss, who doesn't believe he was off work most of last week for reasons NOT to do with contracting covid, and he has a doctor's note to prove it, but wasn't enough for him. Picking up his final check on Thurs. :(",A,negative
1.46E+18,91619209,Mon Nov 15 19:06:07 +0000 2021,1,0,Edmonton,185,"#COVIDZero in China: ""the local government of Xinzhou district, where the complex is located, confirmed the dog was killed as part of the need to 'thoroughly disinfect' homes in the community."" ",U,neutral
1.46E+18,1.06E+18,Mon Nov 15 19:05:39 +0000 2021,107,199,"Edmonton, Alberta",8574,"AHS &amp; @JasonCoppingAB should be preparing Albertans for the bad news:  ""fully vaccinated"" = 3 shots   the 1st of many booster shots will soon be mandatory  if you've had a bad reaction to shot 1 or 2, no doctor will care  if you're vaccine injured, no doctor will help you  #ableg ",V,negative
1.46E+18,382737099,Mon Nov 15 19:05:07 +0000 2021,0,1,"Regina, SK",13067,New study shows 11% of Sask. residents refusing COVID-19 vaccine,V,neutral
1.46E+18,2765580615,Mon Nov 15 19:03:45 +0000 2021,0,2,East Anglia,1069,"@White_Hole_Sun @LowlandDetector I think if the rates of vaccination of kids in Scotland is anything to go by, I dread to think the adult rates 😢",V,positive
1.46E+18,4854620764,Mon Nov 15 19:03:44 +0000 2021,0,0,"Edmonton, Alberta",47,@AirCanada tell me how masks are mandatory but you have an employee in the SEA-TAC airport running round without one on…? #pandemic #aircanada #COVID,C,neutral
1.46E+18,1.13E+18,Mon Nov 15 19:01:54 +0000 2021,0,0,"Medicine Hat, Alberta",290,"@TheHockeyNews With news coming of potential postponements in Ottawa, will there be changes to the NHL's COVID protocols and how many more outbreaks need to arise for the NHL not to participate in the Olympics.",T,neutral
1.46E+18,138101587,Mon Nov 15 19:00:08 +0000 2021,1,4,"Regina, SK",50932,A new study from researchers at the University of Saskatchewan is providing more insight into factors associated with COVID-19 vaccine hesitancy and refusal among Saskatchewan residents.,V,neutral
1.46E+18,1594102442,Mon Nov 15 18:59:46 +0000 2021,0,3,Devon,44,@martin_john78 @JeremyVineOn5 @theJeremyVine @OwenJones84 @beverleyturner 30 years ago wasn’t that when some mothers thought there was a link between MMR vaccine and autism.,A,neutral
1.46E+18,3176791297,Mon Nov 15 18:57:45 +0000 2021,0,1,"Calgary, Alberta",330,@AHS_media what equity is being questioned?  How does waste of vaccines promote equity within Alberta or around the world?  Any vaccine in an arm promotes the protection of the community even if it's not the arm you wanted first.,V,positive
1.46E+18,278831995,Mon Nov 15 18:57:42 +0000 2021,0,2,"Edmonton, AB",8114,@BMak83 @CodexRex The constant insinuation that half the UCP wants FEWER Covid measures is terrifying,P,negative
1.46E+18,524956150,Mon Nov 15 18:56:17 +0000 2021,0,1,Saskatchewan,361,Not looking good with covid on the rise. The NFL stands are full with thousands of fans,U,neutral
1.46E+18,110527056,Mon Nov 15 18:55:00 +0000 2021,2,0,"Calgary, Alberta, Canada",2682,"#ICYMI today we looked at how criminal organizations took advantage of CERB, we talked #DiabetesAwarenessMonth w/@georgecanyon, next it's #MotivationalMonday, and finally we talk to a local business creating a lot of...buzz 🐝",U,neutral
